sand % topsoil,sand % subsoil,silt % topsoil,silt% subsoil,clay % topsoil,clay % subsoil,pH water topsoil,pH water subsoil,OC % topsoil,OC % subsoil,N % topsoil,N % subsoil,BS % topsoil,BS % subsoil,CEC topsoil,CEC subsoil,CEC clay topsoil,CEC Clay subsoil,CaCO3 % topsoil,CaCO3 % subsoil,BD topsoil,BD subsoil,C/N topsoil,C/N subsoil,geometry
49.57,43.09,28.2,24.2,22.23,32.71,5.86,5.39,2.411,0.742,0.115,0.061,72.5,63.2,6.89,12.42,21.5,35.8,0.03,0.09,1.78,1.78,20.8,12.1,"POLYGON ((5.488269805908203 36.69034957885742, 5.498929977416992 36.69720840454102, 5.52249002456665 36.69837951660156, 5.530119895935059 36.70195007324219, 5.552020072937012 36.71220016479492, 5.576200008392334 36.73151016235352, 5.619019985198975 36.7806282043457, 5.622360229492188 36.78445816040039, 5.654129981994629 36.80332183837891, 5.698880195617676 36.81618881225586, 5.717840194702148 36.83015823364258, 5.736219882965088 36.83705902099609, 5.771309852600098 36.84513092041016, 5.784359931945801 36.84318161010742, 5.800600051879883 36.84075927734375, 5.823019981384277 36.83208084106445, 5.858099937438965 36.83916854858398, 5.910590171813965 36.84074020385742, 5.916679859161377 36.84220123291016, 6.042799949645996 36.87223052978516, 6.160009860992432 36.89997863769531, 6.251049995422363 36.93122863769531, 6.257569789886475 36.9334716796875, 6.266109943389893 36.93798065185547, 6.288340091705322 36.9497184753418, 6.303899765014648 36.9669189453125, 6.2811598777771 36.97808074951172, 6.280610084533691 36.98669052124023, 6.28000020980835 36.99610900878906, 6.313640117645264 37.04413986206055, 6.329720020294189 37.04809951782227, 6.390140056610107 37.09012985229492, 6.455460071563721 37.09429931640625, 6.466710090637207 37.09500885009766, 6.507850170135498 37.10377883911133, 6.53292989730835 37.08803176879883, 6.561960220336914 37.07970809936523, 6.57696008682251 37.07022094726562, 6.602220058441162 37.04026031494141, 6.610219955444336 37.03739166259766, 6.616409778594971 37.02075958251953, 6.625420093536377 36.99654006958008, 6.657090187072754 36.98746109008789, 6.663969993591309 36.98170852661133, 6.672679901123047 36.97444152832031, 6.693789958953857 36.97525024414062, 6.758309841156006 36.95977020263672, 6.848120212554932 36.96435928344727, 6.874100208282471 36.96189880371094, 6.893139839172363 36.95516967773438, 6.908909797668457 36.93967056274414, 6.923379898071289 36.91194915771484, 6.931839942932129 36.90547943115234, 6.934979915618896 36.90483093261719, 6.976870059967041 36.89628982543945, 7.040979862213135 36.90695190429688, 7.070799827575684 36.92049026489258, 7.07436990737915 36.92129135131836, 7.073170185089111 36.9031982421875, 7.063650131225586 36.87221908569336, 7.046830177307129 36.83699035644531, 7.043690204620361 36.82633972167969, 7.033249855041504 36.80525970458984, 6.978260040283203 36.78744125366211, 6.91048002243042 36.77439880371094, 6.862679958343506 36.76520919799805, 6.840060234069824 36.75017166137695, 6.757880210876465 36.68241882324219, 6.693870067596436 36.65356826782227, 6.673739910125732 36.6532096862793, 6.634190082550049 36.65253829956055, 6.584259986877441 36.64883041381836, 6.551929950714111 36.63130950927734, 6.540450096130371 36.62509155273438, 6.517910003662109 36.59611129760742, 6.413599967956543 36.58089828491211, 6.404679775238037 36.58692932128906, 6.383530139923096 36.58546829223633, 6.255650043487549 36.55820083618164, 6.240640163421631 36.54339981079102, 6.241000175476074 36.54010009765625, 6.245840072631836 36.49962997436523, 6.151050090789795 36.47840118408203, 6.154809951782227 36.48199081420898, 6.084179878234863 36.47286987304688, 6.019050121307373 36.48511123657227, 6.003399848937988 36.47687149047852, 5.968870162963867 36.48009872436523, 5.926310062408447 36.4841194152832, 5.873730182647705 36.49977111816406, 5.847760200500488 36.50455093383789, 5.833950042724609 36.54388046264648, 5.811729907989502 36.55223846435547, 5.739799976348877 36.55532073974609, 5.675670146942139 36.55807876586914, 5.649169921875 36.56475830078125, 5.544250011444092 36.59130859375, 5.540689945220947 36.61808013916016, 5.529600143432617 36.62525177001953, 5.522220134735107 36.63003921508789, 5.493159770965576 36.68524169921875, 5.488269805908203 36.69034957885742))"
56.97,55.06,21.44,19.19,21.69,25.68,5.92,6.02,1.046,0.55,0.115,0.071,81.0,81.7,15.0,17.38,66.5,61.4,0.76,0.83,1.19,1.32,9.7,8.0,"POLYGON ((7.277111053466797 37.02900695800781, 7.274228572845459 37.03059005737305, 7.270386695861816 37.03892135620117, 7.267817974090576 37.04053497314453, 7.225279808044434 37.0672492980957, 7.208000183105469 37.09355926513672, 7.253109931945801 37.09632110595703, 7.306210041046143 37.08528900146484, 7.332680225372314 37.09125137329102, 7.388100147247314 37.08526992797852, 7.401770114898682 37.09614181518555, 7.421899795532227 37.09307098388672, 7.433030128479004 37.06745147705078, 7.470479965209961 37.05987167358398, 7.511909961700439 37.06145858764648, 7.535069942474365 37.06233978271484, 7.573709964752197 37.05057907104492, 7.576159954071045 37.04753875732422, 7.613080024719238 37.00471878051758, 7.630599975585938 36.99300003051758, 7.649839878082275 36.98012924194336, 7.681180000305176 36.97943878173828, 7.674200057983398 36.92971038818359, 7.666580200195312 36.9221305847168, 7.667160034179688 36.91550827026367, 7.620719909667969 36.8714714050293, 7.618060111999512 36.8613395690918, 7.584790229797363 36.85461044311523, 7.538909912109375 36.84534072875977, 7.502830028533936 36.84297943115234, 7.475890159606934 36.84122848510742, 7.456639766693115 36.8431510925293, 7.462649822235107 36.86727905273438, 7.396639823913574 36.9268684387207, 7.367879867553711 36.95550918579102, 7.352739810943604 36.97785949707031, 7.277111053466797 37.02900695800781))"
57.39,55.21,24.315,22.825,18.295,21.965,6.27,5.75,1.2295,0.3905,0.0565,0.0279999999999999,69.9,53.5,8.08,8.325,20.45,26.1,0.035,0.035,1.69,1.69,18.7,13.0,"POLYGON ((7.367879867553711 36.95550918579102, 7.280630111694336 36.93875885009766, 7.28095006942749 36.93545150756836, 7.300149917602539 36.88248062133789, 7.291309833526611 36.88193893432617, 7.269790172576904 36.84640884399414, 7.243100166320801 36.82078170776367, 7.215720176696777 36.84214019775391, 7.194230079650879 36.88167190551758, 7.180180072784424 36.92575073242188, 7.190680027008057 36.92620086669922, 7.213230133056641 36.93785858154297, 7.246479988098145 36.96363830566406, 7.255509853363037 36.97063827514648, 7.277919769287109 36.99440002441406, 7.28095006942749 37.01646041870117, 7.277111053466797 37.02900695800781, 7.352739810943604 36.97785949707031, 7.367879867553711 36.95550918579102))"
20.41,24.08,32.93,29.19,46.62,46.69,7.86,8.03,0.679,0.382,0.087,0.048,98.6,99.3,39.48,37.91,74.2,71.0,6.33,6.77,1.54,1.58,9.3,9.6,"POLYGON ((7.681180000305176 36.97943878173828, 7.704609870910645 36.97893142700195, 7.745979785919189 36.9658317565918, 7.76524019241333 36.9681396484375, 7.814300060272217 36.97402954101562, 7.826710224151611 36.97143936157227, 7.805260181427002 36.93935012817383, 7.812220096588135 36.92058181762695, 7.803579807281494 36.8944206237793, 7.816669940948486 36.87493896484375, 7.841639995574951 36.86856079101562, 7.853050231933594 36.86331176757812, 7.870540142059326 36.85525131225586, 7.885200023651123 36.85507965087891, 7.885439872741699 36.85258865356445, 7.936439990997314 36.81180953979492, 8.003179550170898 36.79961013793945, 8.008130073547363 36.78989028930664, 8.03579044342041 36.77095031738281, 8.046290397644043 36.75154113769531, 7.958049774169922 36.72845077514648, 7.946300029754639 36.72063827514648, 7.928909778594971 36.72296142578125, 7.86037015914917 36.69429016113281, 7.854889869689941 36.68695831298828, 7.832119941711426 36.67887878417969, 7.82066011428833 36.66775894165039, 7.759729862213135 36.63999176025391, 7.721469879150391 36.64395141601562, 7.699069976806641 36.65596008300781, 7.656630039215088 36.69388961791992, 7.604159832000732 36.71083068847656, 7.615320205688477 36.72526168823242, 7.65503978729248 36.75178909301758, 7.658279895782471 36.7619514465332, 7.676770210266113 36.78728103637695, 7.674339771270752 36.84794998168945, 7.678140163421631 36.85197830200195, 7.663780212402344 36.856201171875, 7.622200012207031 36.86157989501953, 7.618060111999512 36.8613395690918, 7.620719909667969 36.8714714050293, 7.667160034179688 36.91550827026367, 7.666580200195312 36.9221305847168, 7.674200057983398 36.92971038818359, 7.681180000305176 36.97943878173828))"
31.42,28.46,21.65,20.52,46.89,50.95,7.32,7.49,0.619,0.424,0.087,0.057,92.9,93.6,36.42,36.98,72.1,69.8,1.95,2.72,1.54,1.67,9.0,8.7,"POLYGON ((8.664039611816406 36.89445877075195, 8.657270431518555 36.89321136474609, 8.581879615783691 36.84088134765625, 8.54209041595459 36.81126022338867, 8.540140151977539 36.80498123168945, 8.538780212402344 36.80062103271484, 8.53439998626709 36.80084991455078, 8.476559638977051 36.77302169799805, 8.432920455932617 36.76110076904297, 8.428079605102539 36.76105117797852, 8.384590148925781 36.75994873046875, 8.294150352478027 36.76974105834961, 8.272660255432129 36.77336120605469, 8.26056957244873 36.76890182495117, 8.202210426330566 36.75811004638672, 8.201620101928711 36.76520919799805, 8.153670310974121 36.77878189086914, 8.111820220947266 36.77603149414062, 8.105130195617676 36.7994384765625, 8.095729827880859 36.80559158325195, 8.094579696655273 36.81930923461914, 8.11023998260498 36.83061981201172, 8.162229537963867 36.86101913452148, 8.176739692687988 36.88605880737305, 8.169679641723633 36.92597961425781, 8.235699653625488 36.95330047607422, 8.268280029296875 36.95956039428711, 8.271550178527832 36.95302963256836, 8.276419639587402 36.94329071044922, 8.294090270996094 36.93489074707031, 8.346240043640137 36.92819976806641, 8.343859672546387 36.89894104003906, 8.354920387268066 36.88288116455078, 8.380319595336914 36.88492965698242, 8.374190330505371 36.90988159179688, 8.360580444335938 36.92210006713867, 8.384929656982422 36.93254852294922, 8.492859840393066 36.92079925537109, 8.530759811401367 36.92203903198242, 8.546990394592285 36.92256927490234, 8.609000205993652 36.94675064086914, 8.655380249023438 36.9534912109375, 8.664039611816406 36.89445877075195), (8.425950050354004 36.83320999145508, 8.436260223388672 36.83522033691406, 8.446940422058105 36.84693145751953, 8.448659896850586 36.85794830322266, 8.445890426635742 36.8655891418457, 8.439700126647949 36.8827018737793, 8.431380271911621 36.88933181762695, 8.411020278930664 36.88293075561523, 8.399499893188477 36.87842178344727, 8.399490356445312 36.85860061645508, 8.399490356445312 36.85298156738281, 8.391240119934082 36.84629821777344, 8.425950050354004 36.83320999145508))"
20.41,24.08,32.93,29.19,46.62,46.69,7.86,8.03,0.679,0.382,0.087,0.048,98.6,99.3,39.48,37.91,74.2,71.0,6.33,6.77,1.54,1.58,9.3,9.6,"POLYGON ((7.456639766693115 36.8431510925293, 7.458620071411133 36.82593154907227, 7.459799766540527 36.81579971313477, 7.452809810638428 36.80205917358398, 7.443610191345215 36.77394104003906, 7.438899993896484 36.77365112304688, 7.435410022735596 36.76679992675781, 7.434450149536133 36.73917007446289, 7.451149940490723 36.70647811889648, 7.380370140075684 36.72872161865234, 7.333209991455078 36.7571907043457, 7.285850048065186 36.78276824951172, 7.244430065155029 36.80709075927734, 7.243100166320801 36.82078170776367, 7.269790172576904 36.84640884399414, 7.291309833526611 36.88193893432617, 7.300149917602539 36.88248062133789, 7.28095006942749 36.93545150756836, 7.280630111694336 36.93875885009766, 7.367879867553711 36.95550918579102, 7.396639823913574 36.9268684387207, 7.462649822235107 36.86727905273438, 7.456639766693115 36.8431510925293))"
55.9,54.18,20.24,19.38,23.88,26.44,6.94,7.28,0.69,0.306,0.132,0.048,86.2,94.2,12.06,12.14,47.6,42.8,2.02,5.1,1.42,1.5,10.8,8.4,"POLYGON ((3.694410085678101 36.84677124023438, 3.704890012741089 36.85358810424805, 3.742860078811646 36.87873840332031, 3.756089925765991 36.89361953735352, 3.766740083694458 36.90560150146484, 3.832329988479614 36.92631149291992, 3.883389949798584 36.93542861938477, 3.887769937515259 36.93621063232422, 3.975579977035522 36.92103958129883, 4.003459930419922 36.92528915405273, 4.035900115966797 36.92039108276367, 4.06525993347168 36.92481994628906, 4.145999908447266 36.91915893554688, 4.159379959106445 36.91915130615234, 4.233310222625732 36.9190788269043, 4.2746901512146 36.92361068725586, 4.305650234222412 36.91852951049805, 4.407949924468994 36.91888046264648, 4.458399772644043 36.91019058227539, 4.473130226135254 36.92142868041992, 4.525199890136719 36.91606903076172, 4.533440113067627 36.91318893432617, 4.557129859924316 36.90494155883789, 4.682119846343994 36.90489959716797, 4.719399929046631 36.8957405090332, 4.762119770050049 36.90370941162109, 4.854030132293701 36.89411163330078, 4.973299980163574 36.85861968994141, 4.991109848022461 36.84317016601562, 4.999489784240723 36.83589935302734, 5.025990009307861 36.83982849121094, 5.085939884185791 36.80363845825195, 5.131360054016113 36.79257965087891, 5.143239974975586 36.78068161010742, 5.134890079498291 36.77241134643555, 5.070869922637939 36.74338912963867, 4.983049869537354 36.72520065307617, 4.96382999420166 36.71324920654297, 4.954659938812256 36.7158317565918, 4.929989814758301 36.71281814575195, 4.893459796905518 36.70404052734375, 4.868780136108398 36.6981201171875, 4.779950141906738 36.66596984863281, 4.780350208282471 36.66268157958984, 4.739009857177734 36.62860107421875, 4.688560009002686 36.59664154052734, 4.683219909667969 36.5725212097168, 4.676839828491211 36.52793121337891, 4.663959980010986 36.52690887451172, 4.641499996185303 36.50759887695312, 4.615489959716797 36.49214172363281, 4.494929790496826 36.41963958740234, 4.341770172119141 36.35794830322266, 4.327199935913086 36.34299850463867, 4.264540195465088 36.33689117431641, 4.062960147857666 36.33831024169922, 4.013030052185059 36.33372116088867, 3.999020099639893 36.342529296875, 3.870490074157715 36.35023880004883, 3.822989940643311 36.35895919799805, 3.824209928512573 36.365478515625, 3.82748007774353 36.38304138183594, 3.816829919815063 36.39599990844727, 3.801670074462891 36.41447067260742, 3.801239967346191 36.41775131225586, 3.701200008392334 36.44229888916016, 3.68474006652832 36.46421813964844, 3.665580034255981 36.47959899902344, 3.658740043640137 36.49557876586914, 3.740679979324341 36.51403045654297, 3.757450103759766 36.51216125488281, 3.787260055541992 36.51131057739258, 3.788259983062744 36.50809097290039, 3.839260101318359 36.47266006469727, 3.854660034179688 36.4536018371582, 3.906589984893799 36.42609024047852, 3.913909912109375 36.42221069335938, 3.961450099945068 36.40341949462891, 3.984009981155396 36.39202117919922, 4.098130226135254 36.38576126098633, 4.123069763183594 36.38830184936523, 4.227479934692383 36.39138031005859, 4.27632999420166 36.40235137939453, 4.282350063323975 36.4199104309082, 4.287749767303467 36.42541122436523, 4.300580024719238 36.43846893310547, 4.299359798431396 36.44816970825195, 4.298870086669922 36.45209121704102, 4.289340019226074 36.45795059204102, 4.234109878540039 36.46286010742188, 4.225150108337402 36.46878051757812, 4.221660137176514 36.47795104980469, 4.217030048370361 36.49190902709961, 4.18189001083374 36.49893188476562, 4.125140190124512 36.54113006591797, 4.072750091552734 36.52590942382812, 4.023459911346436 36.51424026489258, 3.913140058517456 36.54061889648438, 3.901849985122681 36.54151916503906, 3.836639881134033 36.54695129394531, 3.826719999313354 36.55934906005859, 3.776989936828613 36.5782585144043, 3.744309902191162 36.59484100341797, 3.681430101394653 36.62680053710938, 3.692759990692139 36.66139984130859, 3.738679885864258 36.69329833984375, 3.738250017166138 36.69657897949219, 3.797399997711182 36.69554138183594, 3.814820051193237 36.69721984863281, 3.843440055847168 36.69998931884766, 3.911190032958984 36.69638061523438, 3.999500036239624 36.67134094238281, 4.029610157012939 36.66997909545898, 4.119900226593018 36.6657600402832, 4.236480236053467 36.64984130859375, 4.287499904632568 36.64791107177734, 4.294849872589111 36.6551399230957, 4.291279792785645 36.67853927612305, 4.30826997756958 36.70742034912109, 4.304269790649414 36.73410034179688, 4.290170192718506 36.74288177490234, 4.208680152893066 36.75223159790039, 4.151750087738037 36.75094985961914, 3.925339937210083 36.74541854858398, 3.836040019989014 36.74671173095703, 3.810580015182495 36.76686859130859, 3.797790050506592 36.77701187133789, 3.760070085525513 36.77658081054688, 3.724050045013428 36.79005813598633, 3.710449934005737 36.82580184936523, 3.694410085678101 36.84677124023438))"
50.22,52.71,16.15,16.82,33.72,30.47,6.82,7.2,0.964,0.4529999999999999,0.222,0.086,78.5,84.3,14.94,14.19,42.6,42.3,4.9,12.14,1.26,1.36,10.1,6.4,"POLYGON ((7.07436990737915 36.92129135131836, 7.123479843139648 36.93238067626953, 7.163690090179443 36.92501831054688, 7.180180072784424 36.92575073242188, 7.194230079650879 36.88167190551758, 7.215720176696777 36.84214019775391, 7.243100166320801 36.82078170776367, 7.244430065155029 36.80709075927734, 7.285850048065186 36.78276824951172, 7.333209991455078 36.7571907043457, 7.380370140075684 36.72872161865234, 7.451149940490723 36.70647811889648, 7.493529796600342 36.70291137695312, 7.507629871368408 36.70304870605469, 7.604159832000732 36.71083068847656, 7.656630039215088 36.69388961791992, 7.699069976806641 36.65596008300781, 7.721469879150391 36.64395141601562, 7.759729862213135 36.63999176025391, 7.82066011428833 36.66775894165039, 7.832119941711426 36.67887878417969, 7.854889869689941 36.68695831298828, 7.86037015914917 36.69429016113281, 7.928909778594971 36.72296142578125, 7.946300029754639 36.72063827514648, 7.958049774169922 36.72845077514648, 8.046290397644043 36.75154113769531, 8.08318042755127 36.76401138305664, 8.098830223083496 36.77531814575195, 8.111820220947266 36.77603149414062, 8.153670310974121 36.77878189086914, 8.201620101928711 36.76520919799805, 8.202210426330566 36.75811004638672, 8.26056957244873 36.76890182495117, 8.272660255432129 36.77336120605469, 8.294150352478027 36.76974105834961, 8.384590148925781 36.75994873046875, 8.428079605102539 36.76105117797852, 8.428370475769043 36.75650024414062, 8.433810234069824 36.68844985961914, 8.44734001159668 36.68252182006836, 8.460129737854004 36.6428108215332, 8.447059631347656 36.60551071166992, 8.438460350036621 36.60408020019531, 8.432689666748047 36.59307098388672, 8.409689903259277 36.57315826416016, 8.352879524230957 36.5496711730957, 8.20341968536377 36.50561904907227, 8.170860290527344 36.48532867431641, 8.157950401306152 36.45658111572266, 8.158760070800781 36.43365097045898, 8.191479682922363 36.42127990722656, 8.293910026550293 36.41598129272461, 8.381879806518555 36.43513107299805, 8.404660224914551 36.41727066040039, 8.408690452575684 36.40533828735352, 8.374099731445312 36.39543914794922, 8.278499603271484 36.38217163085938, 8.23412036895752 36.40325927734375, 8.22620964050293 36.40485000610352, 8.208569526672363 36.40840148925781, 8.158419609069824 36.40187835693359, 8.159749984741211 36.38935852050781, 8.160940170288086 36.37820816040039, 8.150320053100586 36.35670852661133, 8.11443042755127 36.33430099487305, 8.058340072631836 36.3065299987793, 8.05702018737793 36.27933883666992, 8.075400352478027 36.263671875, 8.080900192260742 36.24682998657227, 8.097909927368164 36.24774932861328, 8.110600471496582 36.20798110961914, 8.12399959564209 36.19538116455078, 8.121589660644531 36.18146896362305, 8.119429588317871 36.15755844116211, 8.137519836425781 36.14519882202148, 8.14745044708252 36.13191986083984, 8.201950073242188 36.13582992553711, 8.22089958190918 36.11305999755859, 8.221710205078125 36.10311126708984, 8.221980094909668 36.09978866577148, 8.204279899597168 36.07122039794922, 8.208189964294434 36.0305290222168, 8.156169891357422 36.00344085693359, 8.128510475158691 35.98146820068359, 8.122940063476562 35.95737075805664, 8.040849685668945 35.94482040405273, 8.020649909973145 35.93326187133789, 8.000269889831543 35.93169021606445, 7.954840183258057 35.99337005615234, 7.942540168762207 36.02643966674805, 7.946320056915283 36.03044891357422, 7.985549926757812 36.06029891967773, 7.990819931030273 36.08773040771484, 7.977940082550049 36.0936393737793, 7.913509845733643 36.10279083251953, 7.906760215759277 36.12619018554688, 7.856959819793701 36.12282943725586, 7.825079917907715 36.10340881347656, 7.763000011444092 36.09223175048828, 7.744329929351807 36.0943489074707, 7.724329948425293 36.09666061401367, 7.715549945831299 36.10280990600586, 7.640289783477783 36.09420013427734, 7.624489784240723 36.08615875244141, 7.613379955291748 36.07172012329102, 7.533629894256592 36.06296157836914, 7.532979965209961 36.07004928588867, 7.443689823150635 36.08028030395508, 7.434289932250977 36.08636856079102, 7.397469997406006 36.07698822021484, 7.351830005645752 36.0737190246582, 7.255099773406982 36.1072883605957, 7.240019798278809 36.13014984130859, 7.225570201873779 36.14636993408203, 7.235020160675049 36.14854049682617, 7.332250118255615 36.17097091674805, 7.331389904022217 36.21844863891602, 7.331089973449707 36.22175979614258, 7.265689849853516 36.24105834960938, 7.248760223388672 36.23955154418945, 7.239950180053711 36.24568176269531, 7.188360214233398 36.25584030151367, 7.170460224151611 36.26472854614258, 7.156350135803223 36.27719116210938, 7.091310024261475 36.29270935058594, 7.026060104370117 36.25400924682617, 7.010769844055176 36.24256134033203, 6.994589805603027 36.24151992797852, 6.979579925537109 36.23514938354492, 6.974699974060059 36.23495864868164, 6.940599918365479 36.23374938964844, 6.927989959716797 36.23627090454102, 6.892809867858887 36.22214126586914, 6.875879764556885 36.21532821655273, 6.864349842071533 36.20080184936523, 6.861269950866699 36.19939041137695, 6.820390224456787 36.18085098266602, 6.792419910430908 36.17190170288086, 6.734899997711182 36.19432830810547, 6.726699829101562 36.19380950927734, 6.712860107421875 36.202880859375, 6.650310039520264 36.19837951660156, 6.63946008682251 36.25518035888672, 6.624599933624268 36.27465057373047, 6.617980003356934 36.29418182373047, 6.589099884033203 36.31414031982422, 6.580770015716553 36.32553863525391, 6.558589935302734 36.32241058349609, 6.530839920043945 36.31850814819336, 6.496019840240479 36.29534149169922, 6.458089828491211 36.28216934204102, 6.455080032348633 36.27149963378906, 6.436789989471436 36.25682067871094, 6.371570110321045 36.19694137573242, 6.351280212402344 36.18843078613281, 6.325469970703125 36.19332122802734, 6.19720983505249 36.17604064941406, 6.174819946289062 36.18780136108398, 6.167359828948975 36.21437072753906, 6.138199806213379 36.24612045288086, 6.088389873504639 36.27265930175781, 6.075779914855957 36.27511978149414, 6.055089950561523 36.27037811279297, 6.045300006866455 36.24549102783203, 6.033040046691895 36.24465179443359, 5.98838996887207 36.2205810546875, 5.93897008895874 36.20991134643555, 5.931580066680908 36.20225143432617, 5.803890228271484 36.18122863769531, 5.785890102386475 36.18991088867188, 5.756710052490234 36.18783187866211, 5.716110229492188 36.17731094360352, 5.683780193328857 36.19873809814453, 5.627190113067627 36.18376159667969, 5.584859848022461 36.18355941772461, 5.50383996963501 36.21422958374023, 5.43011999130249 36.20109939575195, 5.386670112609863 36.18027114868164, 5.344369888305664 36.17993927001953, 5.292799949645996 36.18886184692383, 5.28872013092041 36.18854904174805, 5.277669906616211 36.17728042602539, 5.275090217590332 36.16381072998047, 5.245999813079834 36.16115188598633, 5.232049942016602 36.17007064819336, 5.069499969482422 36.19343185424805, 5.065040111541748 36.1964111328125, 5.027219772338867 36.19308090209961, 5.017580032348633 36.19565963745117, 4.835899829864502 36.17232894897461, 4.837920188903809 36.15539932250977, 4.817550182342529 36.15380096435547, 4.753280162811279 36.13117980957031, 4.749549865722656 36.12907028198242, 4.710350036621094 36.10694122314453, 4.693530082702637 36.10512924194336, 4.687399864196777 36.08757019042969, 4.673120021820068 36.06937026977539, 4.668930053710938 36.01116943359375, 4.610390186309814 36.0093994140625, 4.53095006942749 36.03311920166016, 4.523320198059082 36.0341911315918, 4.509260177612305 36.03750991821289, 4.493539810180664 36.05992126464844, 4.470160007476807 36.07788848876953, 4.446849822998047 36.12337875366211, 4.442190170288086 36.18416976928711, 4.450729846954346 36.24271011352539, 4.447350025177002 36.29315948486328, 4.445230007171631 36.31005096435547, 4.494329929351807 36.33134841918945, 4.58788013458252 36.38425827026367, 4.591949939727783 36.38457870483398, 4.645080089569092 36.42671966552734, 4.669219970703125 36.45956039428711, 4.678639888763428 36.4840087890625, 4.685400009155273 36.49581146240234, 4.688869953155518 36.50186157226562, 4.690909862518311 36.51910018920898, 4.731599807739258 36.5294303894043, 4.734029769897461 36.54336166381836, 4.756959915161133 36.55892944335938, 4.765140056610107 36.5595817565918, 4.772079944610596 36.57056045532227, 4.816269874572754 36.58811187744141, 4.904500007629395 36.62321853637695, 4.92087984085083 36.62453079223633, 4.930240154266357 36.64944839477539, 4.953350067138672 36.66833877563477, 4.961530208587646 36.66897964477539, 5.053510189056396 36.68423080444336, 5.072830200195312 36.69610977172852, 5.150109767913818 36.70964813232422, 5.155670166015625 36.70560073852539, 5.196499824523926 36.68560028076172, 5.276800155639648 36.66358947753906, 5.321479797363281 36.65727996826172, 5.335579872131348 36.65800857543945, 5.345389842987061 36.65850830078125, 5.37932014465332 36.65353012084961, 5.41618013381958 36.66056060791016, 5.420259952545166 36.66133880615234, 5.43936014175415 36.66843032836914, 5.474319934844971 36.68138122558594, 5.488269805908203 36.69034957885742, 5.493159770965576 36.68524169921875, 5.522220134735107 36.63003921508789, 5.529600143432617 36.62525177001953, 5.540689945220947 36.61808013916016, 5.544250011444092 36.59130859375, 5.649169921875 36.56475830078125, 5.675670146942139 36.55807876586914, 5.739799976348877 36.55532073974609, 5.811729907989502 36.55223846435547, 5.833950042724609 36.54388046264648, 5.847760200500488 36.50455093383789, 5.873730182647705 36.49977111816406, 5.926310062408447 36.4841194152832, 5.968870162963867 36.48009872436523, 6.003399848937988 36.47687149047852, 6.019050121307373 36.48511123657227, 6.084179878234863 36.47286987304688, 6.154809951782227 36.48199081420898, 6.151050090789795 36.47840118408203, 6.245840072631836 36.49962997436523, 6.241000175476074 36.54010009765625, 6.240640163421631 36.54339981079102, 6.255650043487549 36.55820083618164, 6.383530139923096 36.58546829223633, 6.404679775238037 36.58692932128906, 6.413599967956543 36.58089828491211, 6.517910003662109 36.59611129760742, 6.540450096130371 36.62509155273438, 6.551929950714111 36.63130950927734, 6.584259986877441 36.64883041381836, 6.634190082550049 36.65253829956055, 6.673739910125732 36.6532096862793, 6.693870067596436 36.65356826782227, 6.757880210876465 36.68241882324219, 6.840060234069824 36.75017166137695, 6.862679958343506 36.76520919799805, 6.91048002243042 36.77439880371094, 6.978260040283203 36.78744125366211, 7.033249855041504 36.80525970458984, 7.043690204620361 36.82633972167969, 7.046830177307129 36.83699035644531, 7.063650131225586 36.87221908569336, 7.073170185089111 36.9031982421875, 7.07436990737915 36.92129135131836), (5.43425989151001 36.4263801574707, 5.461269855499268 36.42779159545898, 5.544219970703125 36.43849182128906, 5.560770034790039 36.44300842285156, 5.581480026245117 36.4687385559082, 5.570489883422852 36.48786926269531, 5.550809860229492 36.4993896484375, 5.524199962615967 36.51498031616211, 5.467080116271973 36.53342819213867, 5.445600032806396 36.53511810302734, 5.408659934997559 36.5283088684082, 5.375589847564697 36.5222282409668, 5.379300117492676 36.52584075927734, 5.316659927368164 36.5206298828125, 5.289730072021484 36.52854156494141, 5.265180110931396 36.52619934082031, 5.210780143737793 36.49081039428711, 5.199470043182373 36.47618865966797, 5.206069946289062 36.46009063720703, 5.25055980682373 36.44355010986328, 5.362329959869385 36.42948913574219, 5.43425989151001 36.4263801574707))"
27.06,25.15,12.77,12.01,60.6,63.18,7.14,7.55,0.7440000000000001,0.508,0.1369999999999999,0.0409999999999999,95.3,96.5,47.16,48.96,72.9,73.0,1.13,3.12,1.15,1.25,15.7,11.8,"POLYGON ((7.885200023651123 36.85507965087891, 7.908309936523438 36.85482025146484, 7.954400062561035 36.85992813110352, 7.97189998626709 36.86885070800781, 8.000129699707031 36.87234878540039, 8.039999961853027 36.89133071899414, 8.088859558105469 36.89891052246094, 8.144120216369629 36.91548919677734, 8.169679641723633 36.92597961425781, 8.176739692687988 36.88605880737305, 8.162229537963867 36.86101913452148, 8.11023998260498 36.83061981201172, 8.094579696655273 36.81930923461914, 8.095729827880859 36.80559158325195, 8.105130195617676 36.7994384765625, 8.111820220947266 36.77603149414062, 8.098830223083496 36.77531814575195, 8.08318042755127 36.76401138305664, 8.046290397644043 36.75154113769531, 8.03579044342041 36.77095031738281, 8.008130073547363 36.78989028930664, 8.003179550170898 36.79961013793945, 7.936439990997314 36.81180953979492, 7.885439872741699 36.85258865356445, 7.885200023651123 36.85507965087891))"
